"millis,stamp,datetime,motion,,,,"
"30150999,1343126834, 2012/7/24 10:47:14, Inactive,41114,0.449467593,0.386967593,7/24/2012 9:17"
"30151999,1343126835, 2012/7/24 10:47:15, Inactive,41114,0.449479167,0.386979167,7/24/2012 9:17"
"30152999,1343126836, 2012/7/24 10:47:16, Inactive,41114,0.449490741,0.386990741,7/24/2012 9:17"
"30153999,1343126837, 2012/7/24 10:47:17, Inactive,41114,0.449502315,0.387002315,7/24/2012 9:17"
"30154999,1343126838, 2012/7/24 10:47:18, Inactive,41114,0.449513889,0.387013889,7/24/2012 9:17"
"30155999,1343126839, 2012/7/24 10:47:19, Inactive,41114,0.449525463,0.387025463,7/24/2012 9:17"
"30156999,1343126840, 2012/7/24 10:47:20, Inactive,41114,0.449537037,0.387037037,7/24/2012 9:17"
"30157999,1343126841, 2012/7/24 10:47:21, Inactive,41114,0.449548611,0.387048611,7/24/2012 9:17"
"30158999,1343126842, 2012/7/24 10:47:22, Inactive,41114,0.449560185,0.387060185,7/24/2012 9:17"
"30160000,1343126843, 2012/7/24 10:47:23, Inactive,41114,0.449571759,0.387071759,7/24/2012 9:17"
"30160999,1343126844, 2012/7/24 10:47:24, Inactive,41114,0.449583333,0.387083333,7/24/2012 9:17"
"30161999,1343126845, 2012/7/24 10:47:25, Inactive,41114,0.449594907,0.387094907,7/24/2012 9:17"
"30162999,1343126846, 2012/7/24 10:47:26, Inactive,41114,0.449606481,0.387106481,7/24/2012 9:17"
"30163999,1343126847, 2012/7/24 10:47:27, Inactive,41114,0.449618056,0.387118056,7/24/2012 9:17"
"30164999,1343126848, 2012/7/24 10:47:28, Inactive,41114,0.44962963,0.38712963,7/24/2012 9:17"
"30165999,1343126849, 2012/7/24 10:47:29, Inactive,41114,0.449641204,0.387141204,7/24/2012 9:17"
"30166999,1343126850, 2012/7/24 10:47:30, Inactive,41114,0.449652778,0.387152778,7/24/2012 9:17"
"30167999,1343126851, 2012/7/24 10:47:31, Inactive,41114,0.449664352,0.387164352,7/24/2012 9:17"
"30168999,1343126852, 2012/7/24 10:47:32, Inactive,41114,0.449675926,0.387175926,7/24/2012 9:17"
"30169999,1343126853, 2012/7/24 10:47:33, Inactive,41114,0.4496875,0.3871875,7/24/2012 9:17"
"30170998,1343126854, 2012/7/24 10:47:34, Inactive,41114,0.449699074,0.387199074,7/24/2012 9:17"
"30171998,1343126855, 2012/7/24 10:47:35, Inactive,41114,0.449710648,0.387210648,7/24/2012 9:17"
"30172999,1343126856, 2012/7/24 10:47:36, Inactive,41114,0.449722222,0.387222222,7/24/2012 9:17"
"30174000,1343126857, 2012/7/24 10:47:37, Inactive,41114,0.449733796,0.387233796,7/24/2012 9:17"
"30174999,1343126858, 2012/7/24 10:47:38, Inactive,41114,0.44974537,0.38724537,7/24/2012 9:17"
"30176000,1343126859, 2012/7/24 10:47:39, Inactive,41114,0.449756944,0.387256944,7/24/2012 9:17"
"30176999,1343126860, 2012/7/24 10:47:40, Inactive,41114,0.449768519,0.387268519,7/24/2012 9:17"
"30177998,1343126861, 2012/7/24 10:47:41, Inactive,41114,0.449780093,0.387280093,7/24/2012 9:17"
"30178999,1343126862, 2012/7/24 10:47:42, Inactive,41114,0.449791667,0.387291667,7/24/2012 9:17"
"30179999,1343126863, 2012/7/24 10:47:43, Inactive,41114,0.449803241,0.387303241,7/24/2012 9:17"
"30180999,1343126864, 2012/7/24 10:47:44, Inactive,41114,0.449814815,0.387314815,7/24/2012 9:17"
"30181999,1343126865, 2012/7/24 10:47:45, Inactive,41114,0.449826389,0.387326389,7/24/2012 9:17"
"30182999,1343126866, 2012/7/24 10:47:46, Inactive,41114,0.449837963,0.387337963,7/24/2012 9:17"
"30183999,1343126867, 2012/7/24 10:47:47, Inactive,41114,0.449849537,0.387349537,7/24/2012 9:17"
"30184999,1343126868, 2012/7/24 10:47:48, Inactive,41114,0.449861111,0.387361111,7/24/2012 9:17"
"30185999,1343126869, 2012/7/24 10:47:49, Inactive,41114,0.449872685,0.387372685,7/24/2012 9:17"
"30186998,1343126870, 2012/7/24 10:47:50, Inactive,41114,0.449884259,0.387384259,7/24/2012 9:17"
"30187999,1343126871, 2012/7/24 10:47:51, Inactive,41114,0.449895833,0.387395833,7/24/2012 9:17"
"30188999,1343126872, 2012/7/24 10:47:52, Inactive,41114,0.449907407,0.387407407,7/24/2012 9:17"
"30189999,1343126873, 2012/7/24 10:47:53, Inactive,41114,0.449918981,0.387418981,7/24/2012 9:17"
"30190999,1343126874, 2012/7/24 10:47:54, Inactive,41114,0.449930556,0.387430556,7/24/2012 9:17"
"30192000,1343126875, 2012/7/24 10:47:55, Inactive,41114,0.44994213,0.38744213,7/24/2012 9:17"
"30192999,1343126876, 2012/7/24 10:47:56, Inactive,41114,0.449953704,0.387453704,7/24/2012 9:17"
"30193998,1343126877, 2012/7/24 10:47:57, Inactive,41114,0.449965278,0.387465278,7/24/2012 9:17"
"30194999,1343126878, 2012/7/24 10:47:58, Inactive,41114,0.449976852,0.387476852,7/24/2012 9:17"
"30195999,1343126879, 2012/7/24 10:47:59, Inactive,41114,0.449988426,0.387488426,7/24/2012 9:17"
"30196999,1343126880, 2012/7/24 10:48:0, Inactive,41114,0.45,0.3875,7/24/2012 9:18"
"30197999,1343126881, 2012/7/24 10:48:1, Inactive,41114,0.450011574,0.387511574,7/24/2012 9:18"
"30199000,1343126882, 2012/7/24 10:48:2, Inactive,41114,0.450023148,0.387523148,7/24/2012 9:18"
"30199999,1343126883, 2012/7/24 10:48:3, Inactive,41114,0.450034722,0.387534722,7/24/2012 9:18"
"30200998,1343126884, 2012/7/24 10:48:4, Inactive,41114,0.450046296,0.387546296,7/24/2012 9:18"
"30201998,1343126885, 2012/7/24 10:48:5, Inactive,41114,0.45005787,0.38755787,7/24/2012 9:18"
"30202999,1343126886, 2012/7/24 10:48:6, Inactive,41114,0.450069444,0.387569444,7/24/2012 9:18"
"30203999,1343126887, 2012/7/24 10:48:7, Inactive,41114,0.450081019,0.387581019,7/24/2012 9:18"
"30204998,1343126888, 2012/7/24 10:48:8, Inactive,41114,0.450092593,0.387592593,7/24/2012 9:18"
"30205999,1343126889, 2012/7/24 10:48:9, Inactive,41114,0.450104167,0.387604167,7/24/2012 9:18"
"30206999,1343126890, 2012/7/24 10:48:10, Inactive,41114,0.450115741,0.387615741,7/24/2012 9:18"
"30208000,1343126891, 2012/7/24 10:48:11, Inactive,41114,0.450127315,0.387627315,7/24/2012 9:18"
"30208999,1343126892, 2012/7/24 10:48:12, Inactive,41114,0.450138889,0.387638889,7/24/2012 9:18"
"30209998,1343126893, 2012/7/24 10:48:13, Inactive,41114,0.450150463,0.387650463,7/24/2012 9:18"
"30210999,1343126894, 2012/7/24 10:48:14, Inactive,41114,0.450162037,0.387662037,7/24/2012 9:18"
"30211999,1343126895, 2012/7/24 10:48:15, Inactive,41114,0.450173611,0.387673611,7/24/2012 9:18"
"30212999,1343126896, 2012/7/24 10:48:16, Inactive,41114,0.450185185,0.387685185,7/24/2012 9:18"
"30213999,1343126897, 2012/7/24 10:48:17, Inactive,41114,0.450196759,0.387696759,7/24/2012 9:18"
"30215000,1343126898, 2012/7/24 10:48:18, Inactive,41114,0.450208333,0.387708333,7/24/2012 9:18"
"30215999,1343126899, 2012/7/24 10:48:19, Inactive,41114,0.450219907,0.387719907,7/24/2012 9:18"
"30216999,1343126900, 2012/7/24 10:48:20, Inactive,41114,0.450231481,0.387731481,7/24/2012 9:18"
"30217999,1343126901, 2012/7/24 10:48:21, Inactive,41114,0.450243056,0.387743056,7/24/2012 9:18"
"30218999,1343126902, 2012/7/24 10:48:22, Inactive,41114,0.45025463,0.38775463,7/24/2012 9:18"
"30219999,1343126903, 2012/7/24 10:48:23, Inactive,41114,0.450266204,0.387766204,7/24/2012 9:18"
"30220998,1343126904, 2012/7/24 10:48:24, Inactive,41114,0.450277778,0.387777778,7/24/2012 9:18"
"30221999,1343126905, 2012/7/24 10:48:25, Inactive,41114,0.450289352,0.387789352,7/24/2012 9:18"
"30222999,1343126906, 2012/7/24 10:48:26, Inactive,41114,0.450300926,0.387800926,7/24/2012 9:18"
"30224000,1343126907, 2012/7/24 10:48:27, Inactive,41114,0.4503125,0.3878125,7/24/2012 9:18"
"30224999,1343126908, 2012/7/24 10:48:28, Inactive,41114,0.450324074,0.387824074,7/24/2012 9:18"
"30225999,1343126909, 2012/7/24 10:48:29, Inactive,41114,0.450335648,0.387835648,7/24/2012 9:18"
"30226999,1343126910, 2012/7/24 10:48:30, Inactive,41114,0.450347222,0.387847222,7/24/2012 9:18"
"30227999,1343126911, 2012/7/24 10:48:31, Inactive,41114,0.450358796,0.387858796,7/24/2012 9:18"
"30228999,1343126912, 2012/7/24 10:48:32, Inactive,41114,0.45037037,0.38787037,7/24/2012 9:18"
"30229999,1343126913, 2012/7/24 10:48:33, Inactive,41114,0.450381944,0.387881944,7/24/2012 9:18"
"30230999,1343126914, 2012/7/24 10:48:34, Inactive,41114,0.450393519,0.387893519,7/24/2012 9:18"
"30231999,1343126915, 2012/7/24 10:48:35, Inactive,41114,0.450405093,0.387905093,7/24/2012 9:18"
"30232999,1343126916, 2012/7/24 10:48:36, Inactive,41114,0.450416667,0.387916667,7/24/2012 9:18"
"30233999,1343126917, 2012/7/24 10:48:37, Inactive,41114,0.450428241,0.387928241,7/24/2012 9:18"
"30234999,1343126918, 2012/7/24 10:48:38, Inactive,41114,0.450439815,0.387939815,7/24/2012 9:18"
"30235999,1343126919, 2012/7/24 10:48:39, Inactive,41114,0.450451389,0.387951389,7/24/2012 9:18"
"30236999,1343126920, 2012/7/24 10:48:40, Inactive,41114,0.450462963,0.387962963,7/24/2012 9:18"
"30237999,1343126921, 2012/7/24 10:48:41, Inactive,41114,0.450474537,0.387974537,7/24/2012 9:18"
"30238999,1343126922, 2012/7/24 10:48:42, Inactive,41114,0.450486111,0.387986111,7/24/2012 9:18"
"30240000,1343126923, 2012/7/24 10:48:43, Inactive,41114,0.450497685,0.387997685,7/24/2012 9:18"
"30240999,1343126924, 2012/7/24 10:48:44, Inactive,41114,0.450509259,0.388009259,7/24/2012 9:18"
"30241999,1343126925, 2012/7/24 10:48:45, Inactive,41114,0.450520833,0.388020833,7/24/2012 9:18"
"30242998,1343126926, 2012/7/24 10:48:46, Inactive,41114,0.450532407,0.388032407,7/24/2012 9:18"
"30243999,1343126927, 2012/7/24 10:48:47, Inactive,41114,0.450543981,0.388043981,7/24/2012 9:18"
"30244999,1343126928, 2012/7/24 10:48:48, Inactive,41114,0.450555556,0.388055556,7/24/2012 9:18"
"30245999,1343126929, 2012/7/24 10:48:49, Inactive,41114,0.45056713,0.38806713,7/24/2012 9:18"
"30246999,1343126930, 2012/7/24 10:48:50, Inactive,41114,0.450578704,0.388078704,7/24/2012 9:18"
"30247999,1343126931, 2012/7/24 10:48:51, Inactive,41114,0.450590278,0.388090278,7/24/2012 9:18"
"30248999,1343126932, 2012/7/24 10:48:52, Inactive,41114,0.450601852,0.388101852,7/24/2012 9:18"
"30249999,1343126933, 2012/7/24 10:48:53, Inactive,41114,0.450613426,0.388113426,7/24/2012 9:18"
"30250998,1343126934, 2012/7/24 10:48:54, Inactive,41114,0.450625,0.388125,7/24/2012 9:18"
"30251999,1343126935, 2012/7/24 10:48:55, Inactive,41114,0.450636574,0.388136574,7/24/2012 9:18"
"30252999,1343126936, 2012/7/24 10:48:56, Inactive,41114,0.450648148,0.388148148,7/24/2012 9:18"
"30253999,1343126937, 2012/7/24 10:48:57, Inactive,41114,0.450659722,0.388159722,7/24/2012 9:18"
"30254999,1343126938, 2012/7/24 10:48:58, Inactive,41114,0.450671296,0.388171296,7/24/2012 9:18"
"30256000,1343126939, 2012/7/24 10:48:59, Inactive,41114,0.45068287,0.38818287,7/24/2012 9:18"
"30256999,1343126940, 2012/7/24 10:49:0, Inactive,41114,0.450694444,0.388194444,7/24/2012 9:19"
"30257998,1343126941, 2012/7/24 10:49:1, Inactive,41114,0.450706019,0.388206019,7/24/2012 9:19"
"30258998,1343126942, 2012/7/24 10:49:2, Inactive,41114,0.450717593,0.388217593,7/24/2012 9:19"
"30259999,1343126943, 2012/7/24 10:49:3, Inactive,41114,0.450729167,0.388229167,7/24/2012 9:19"
"30260999,1343126944, 2012/7/24 10:49:4, Inactive,41114,0.450740741,0.388240741,7/24/2012 9:19"
"30261999,1343126945, 2012/7/24 10:49:5, Inactive,41114,0.450752315,0.388252315,7/24/2012 9:19"
"30263000,1343126946, 2012/7/24 10:49:6, Inactive,41114,0.450763889,0.388263889,7/24/2012 9:19"
"30263999,1343126947, 2012/7/24 10:49:7, Inactive,41114,0.450775463,0.388275463,7/24/2012 9:19"
"30264999,1343126948, 2012/7/24 10:49:8, Inactive,41114,0.450787037,0.388287037,7/24/2012 9:19"
"30265999,1343126949, 2012/7/24 10:49:9, Inactive,41114,0.450798611,0.388298611,7/24/2012 9:19"
"30266999,1343126950, 2012/7/24 10:49:10, Inactive,41114,0.450810185,0.388310185,7/24/2012 9:19"
"30267999,1343126951, 2012/7/24 10:49:11, Inactive,41114,0.450821759,0.388321759,7/24/2012 9:19"
"30268999,1343126952, 2012/7/24 10:49:12, Inactive,41114,0.450833333,0.388333333,7/24/2012 9:19"
"30269999,1343126953, 2012/7/24 10:49:13, Inactive,41114,0.450844907,0.388344907,7/24/2012 9:19"
"30270999,1343126954, 2012/7/24 10:49:14, Inactive,41114,0.450856481,0.388356481,7/24/2012 9:19"
"30272000,1343126955, 2012/7/24 10:49:15, Inactive,41114,0.450868056,0.388368056,7/24/2012 9:19"
"30272998,1343126956, 2012/7/24 10:49:16, Inactive,41114,0.45087963,0.38837963,7/24/2012 9:19"
"30273999,1343126957, 2012/7/24 10:49:17, Inactive,41114,0.450891204,0.388391204,7/24/2012 9:19"
"30274999,1343126958, 2012/7/24 10:49:18, Inactive,41114,0.450902778,0.388402778,7/24/2012 9:19"
"30275999,1343126959, 2012/7/24 10:49:19, Inactive,41114,0.450914352,0.388414352,7/24/2012 9:19"
"30276999,1343126960, 2012/7/24 10:49:20, Inactive,41114,0.450925926,0.388425926,7/24/2012 9:19"
"30277999,1343126961, 2012/7/24 10:49:21, Inactive,41114,0.4509375,0.3884375,7/24/2012 9:19"
"30279000,1343126962, 2012/7/24 10:49:22, Inactive,41114,0.450949074,0.388449074,7/24/2012 9:19"
"30279999,1343126963, 2012/7/24 10:49:23, Inactive,41114,0.450960648,0.388460648,7/24/2012 9:19"
"30280999,1343126964, 2012/7/24 10:49:24, Inactive,41114,0.450972222,0.388472222,7/24/2012 9:19"
"30281999,1343126965, 2012/7/24 10:49:25, Inactive,41114,0.450983796,0.388483796,7/24/2012 9:19"
"30282999,1343126966, 2012/7/24 10:49:26, Inactive,41114,0.45099537,0.38849537,7/24/2012 9:19"
"30283999,1343126967, 2012/7/24 10:49:27, Inactive,41114,0.451006944,0.388506944,7/24/2012 9:19"
"30284999,1343126968, 2012/7/24 10:49:28, Inactive,41114,0.451018519,0.388518519,7/24/2012 9:19"
"30285999,1343126969, 2012/7/24 10:49:29, Inactive,41114,0.451030093,0.388530093,7/24/2012 9:19"
"30286999,1343126970, 2012/7/24 10:49:30, Inactive,41114,0.451041667,0.388541667,7/24/2012 9:19"
"30288000,1343126971, 2012/7/24 10:49:31, Inactive,41114,0.451053241,0.388553241,7/24/2012 9:19"
"30288999,1343126972, 2012/7/24 10:49:32, Inactive,41114,0.451064815,0.388564815,7/24/2012 9:19"
"30289999,1343126973, 2012/7/24 10:49:33, Inactive,41114,0.451076389,0.388576389,7/24/2012 9:19"
"30290999,1343126974, 2012/7/24 10:49:34, Inactive,41114,0.451087963,0.388587963,7/24/2012 9:19"
"30291999,1343126975, 2012/7/24 10:49:35, Inactive,41114,0.451099537,0.388599537,7/24/2012 9:19"
"30292999,1343126976, 2012/7/24 10:49:36, Inactive,41114,0.451111111,0.388611111,7/24/2012 9:19"
"30293998,1343126977, 2012/7/24 10:49:37, Inactive,41114,0.451122685,0.388622685,7/24/2012 9:19"
"30295000,1343126978, 2012/7/24 10:49:38, Inactive,41114,0.451134259,0.388634259,7/24/2012 9:19"
"30295999,1343126979, 2012/7/24 10:49:39, Inactive,41114,0.451145833,0.388645833,7/24/2012 9:19"
"30296999,1343126980, 2012/7/24 10:49:40, Inactive,41114,0.451157407,0.388657407,7/24/2012 9:19"
"30297999,1343126981, 2012/7/24 10:49:41, Inactive,41114,0.451168981,0.388668981,7/24/2012 9:19"
"30298999,1343126982, 2012/7/24 10:49:42, Inactive,41114,0.451180556,0.388680556,7/24/2012 9:19"
"30299999,1343126983, 2012/7/24 10:49:43, Inactive,41114,0.45119213,0.38869213,7/24/2012 9:19"
"30300999,1343126984, 2012/7/24 10:49:44, Inactive,41114,0.451203704,0.388703704,7/24/2012 9:19"
"30301999,1343126985, 2012/7/24 10:49:45, Inactive,41114,0.451215278,0.388715278,7/24/2012 9:19"
"30302999,1343126986, 2012/7/24 10:49:46, Inactive,41114,0.451226852,0.388726852,7/24/2012 9:19"
"30304000,1343126987, 2012/7/24 10:49:47, Inactive,41114,0.451238426,0.388738426,7/24/2012 9:19"
"30304999,1343126988, 2012/7/24 10:49:48, Inactive,41114,0.45125,0.38875,7/24/2012 9:19"
"30305999,1343126989, 2012/7/24 10:49:49, Inactive,41114,0.451261574,0.388761574,7/24/2012 9:19"
"30306999,1343126990, 2012/7/24 10:49:50, Inactive,41114,0.451273148,0.388773148,7/24/2012 9:19"
"30307999,1343126991, 2012/7/24 10:49:51, Inactive,41114,0.451284722,0.388784722,7/24/2012 9:19"
"30308999,1343126992, 2012/7/24 10:49:52, Inactive,41114,0.451296296,0.388796296,7/24/2012 9:19"
"30309999,1343126993, 2012/7/24 10:49:53, Inactive,41114,0.45130787,0.38880787,7/24/2012 9:19"
"30310999,1343126994, 2012/7/24 10:49:54, Inactive,41114,0.451319444,0.388819444,7/24/2012 9:19"
"30311999,1343126995, 2012/7/24 10:49:55, Inactive,41114,0.451331019,0.388831019,7/24/2012 9:19"
"30312999,1343126996, 2012/7/24 10:49:56, Inactive,41114,0.451342593,0.388842593,7/24/2012 9:19"
"30313999,1343126997, 2012/7/24 10:49:57, Inactive,41114,0.451354167,0.388854167,7/24/2012 9:19"
"30314998,1343126998, 2012/7/24 10:49:58, Inactive,41114,0.451365741,0.388865741,7/24/2012 9:19"
"30315999,1343126999, 2012/7/24 10:49:59, Inactive,41114,0.451377315,0.388877315,7/24/2012 9:19"
"30316999,1343127000, 2012/7/24 10:50:0, Inactive,41114,0.451388889,0.388888889,7/24/2012 9:20"
"30317999,1343127001, 2012/7/24 10:50:1, Inactive,41114,0.451400463,0.388900463,7/24/2012 9:20"
"30318999,1343127002, 2012/7/24 10:50:2, Inactive,41114,0.451412037,0.388912037,7/24/2012 9:20"
"30320000,1343127003, 2012/7/24 10:50:3, Inactive,41114,0.451423611,0.388923611,7/24/2012 9:20"
"30321000,1343127004, 2012/7/24 10:50:4, Inactive,41114,0.451435185,0.388935185,7/24/2012 9:20"
"30321999,1343127005, 2012/7/24 10:50:5, Inactive,41114,0.451446759,0.388946759,7/24/2012 9:20"
"30322999,1343127006, 2012/7/24 10:50:6, Inactive,41114,0.451458333,0.388958333,7/24/2012 9:20"
"30323999,1343127007, 2012/7/24 10:50:7, Inactive,41114,0.451469907,0.388969907,7/24/2012 9:20"
"30324999,1343127008, 2012/7/24 10:50:8, Inactive,41114,0.451481481,0.388981481,7/24/2012 9:20"
"30325998,1343127009, 2012/7/24 10:50:9, Inactive,41114,0.451493056,0.388993056,7/24/2012 9:20"
"30327000,1343127010, 2012/7/24 10:50:10, Inactive,41114,0.45150463,0.38900463,7/24/2012 9:20"
"30327999,1343127011, 2012/7/24 10:50:11, Inactive,41114,0.451516204,0.389016204,7/24/2012 9:20"
"30328999,1343127012, 2012/7/24 10:50:12, Inactive,41114,0.451527778,0.389027778,7/24/2012 9:20"
"30329999,1343127013, 2012/7/24 10:50:13, Inactive,41114,0.451539352,0.389039352,7/24/2012 9:20"
"30330999,1343127014, 2012/7/24 10:50:14, Inactive,41114,0.451550926,0.389050926,7/24/2012 9:20"
"30332000,1343127015, 2012/7/24 10:50:15, Inactive,41114,0.4515625,0.3890625,7/24/2012 9:20"
"30332999,1343127016, 2012/7/24 10:50:16, Inactive,41114,0.451574074,0.389074074,7/24/2012 9:20"
"30333999,1343127017, 2012/7/24 10:50:17, Inactive,41114,0.451585648,0.389085648,7/24/2012 9:20"
"30334999,1343127018, 2012/7/24 10:50:18, Inactive,41114,0.451597222,0.389097222,7/24/2012 9:20"
"30335998,1343127019, 2012/7/24 10:50:19, Inactive,41114,0.451608796,0.389108796,7/24/2012 9:20"
"30336999,1343127020, 2012/7/24 10:50:20, Inactive,41114,0.45162037,0.38912037,7/24/2012 9:20"
"30337999,1343127021, 2012/7/24 10:50:21, Inactive,41114,0.451631944,0.389131944,7/24/2012 9:20"
"30338999,1343127022, 2012/7/24 10:50:22, Inactive,41114,0.451643519,0.389143519,7/24/2012 9:20"
"30339999,1343127023, 2012/7/24 10:50:23, Inactive,41114,0.451655093,0.389155093,7/24/2012 9:20"
"30340999,1343127024, 2012/7/24 10:50:24, Inactive,41114,0.451666667,0.389166667,7/24/2012 9:20"
"30341999,1343127025, 2012/7/24 10:50:25, Inactive,41114,0.451678241,0.389178241,7/24/2012 9:20"
"30343000,1343127026, 2012/7/24 10:50:26, Inactive,41114,0.451689815,0.389189815,7/24/2012 9:20"
"30343999,1343127027, 2012/7/24 10:50:27, Inactive,41114,0.451701389,0.389201389,7/24/2012 9:20"
"30344999,1343127028, 2012/7/24 10:50:28, Inactive,41114,0.451712963,0.389212963,7/24/2012 9:20"
"30345999,1343127029, 2012/7/24 10:50:29, Inactive,41114,0.451724537,0.389224537,7/24/2012 9:20"
"30346999,1343127030, 2012/7/24 10:50:30, Inactive,41114,0.451736111,0.389236111,7/24/2012 9:20"
"30347999,1343127031, 2012/7/24 10:50:31, Inactive,41114,0.451747685,0.389247685,7/24/2012 9:20"
"30348999,1343127032, 2012/7/24 10:50:32, Inactive,41114,0.451759259,0.389259259,7/24/2012 9:20"
"30349999,1343127033, 2012/7/24 10:50:33, Inactive,41114,0.451770833,0.389270833,7/24/2012 9:20"
"30350999,1343127034, 2012/7/24 10:50:34, Inactive,41114,0.451782407,0.389282407,7/24/2012 9:20"
"30352000,1343127035, 2012/7/24 10:50:35, Inactive,41114,0.451793981,0.389293981,7/24/2012 9:20"
"30352999,1343127036, 2012/7/24 10:50:36, Inactive,41114,0.451805556,0.389305556,7/24/2012 9:20"
"30353999,1343127037, 2012/7/24 10:50:37, Inactive,41114,0.45181713,0.38931713,7/24/2012 9:20"
"30354999,1343127038, 2012/7/24 10:50:38, Inactive,41114,0.451828704,0.389328704,7/24/2012 9:20"
"30355999,1343127039, 2012/7/24 10:50:39, Inactive,41114,0.451840278,0.389340278,7/24/2012 9:20"
"30356999,1343127040, 2012/7/24 10:50:40, Inactive,41114,0.451851852,0.389351852,7/24/2012 9:20"
"30357999,1343127041, 2012/7/24 10:50:41, Inactive,41114,0.451863426,0.389363426,7/24/2012 9:20"
"30359000,1343127042, 2012/7/24 10:50:42, Inactive,41114,0.451875,0.389375,7/24/2012 9:20"
"30359999,1343127043, 2012/7/24 10:50:43, Inactive,41114,0.451886574,0.389386574,7/24/2012 9:20"
"30360999,1343127044, 2012/7/24 10:50:44, Inactive,41114,0.451898148,0.389398148,7/24/2012 9:20"
"30361999,1343127045, 2012/7/24 10:50:45, Inactive,41114,0.451909722,0.389409722,7/24/2012 9:20"
"30362999,1343127046, 2012/7/24 10:50:46, Inactive,41114,0.451921296,0.389421296,7/24/2012 9:20"
"30363999,1343127047, 2012/7/24 10:50:47, Inactive,41114,0.45193287,0.38943287,7/24/2012 9:20"
"30364999,1343127048, 2012/7/24 10:50:48, Inactive,41114,0.451944444,0.389444444,7/24/2012 9:20"
"30365999,1343127049, 2012/7/24 10:50:49, Inactive,41114,0.451956019,0.389456019,7/24/2012 9:20"
"30366999,1343127050, 2012/7/24 10:50:50, Inactive,41114,0.451967593,0.389467593,7/24/2012 9:20"
"30368000,1343127051, 2012/7/24 10:50:51, Inactive,41114,0.451979167,0.389479167,7/24/2012 9:20"
"30368999,1343127052, 2012/7/24 10:50:52, Inactive,41114,0.451990741,0.389490741,7/24/2012 9:20"
"30369998,1343127053, 2012/7/24 10:50:53, Inactive,41114,0.452002315,0.389502315,7/24/2012 9:20"
"30370998,1343127054, 2012/7/24 10:50:54, Inactive,41114,0.452013889,0.389513889,7/24/2012 9:20"
"30371999,1343127055, 2012/7/24 10:50:55, Inactive,41114,0.452025463,0.389525463,7/24/2012 9:20"
"30372998,1343127056, 2012/7/24 10:50:56, Inactive,41114,0.452037037,0.389537037,7/24/2012 9:20"
"30373999,1343127057, 2012/7/24 10:50:57, Inactive,41114,0.452048611,0.389548611,7/24/2012 9:20"
"30375000,1343127058, 2012/7/24 10:50:58, Inactive,41114,0.452060185,0.389560185,7/24/2012 9:20"
"30375999,1343127059, 2012/7/24 10:50:59, Inactive,41114,0.452071759,0.389571759,7/24/2012 9:20"
"30376999,1343127060, 2012/7/24 10:51:0, Inactive,41114,0.452083333,0.389583333,7/24/2012 9:21"
"30377999,1343127061, 2012/7/24 10:51:1, Inactive,41114,0.452094907,0.389594907,7/24/2012 9:21"
"30378999,1343127062, 2012/7/24 10:51:2, Inactive,41114,0.452106481,0.389606481,7/24/2012 9:21"
"30379998,1343127063, 2012/7/24 10:51:3, Inactive,41114,0.452118056,0.389618056,7/24/2012 9:21"
"30380999,1343127064, 2012/7/24 10:51:4, Inactive,41114,0.45212963,0.38962963,7/24/2012 9:21"
"30381999,1343127065, 2012/7/24 10:51:5, Inactive,41114,0.452141204,0.389641204,7/24/2012 9:21"
"30382999,1343127066, 2012/7/24 10:51:6, Inactive,41114,0.452152778,0.389652778,7/24/2012 9:21"
"30384000,1343127067, 2012/7/24 10:51:7, Inactive,41114,0.452164352,0.389664352,7/24/2012 9:21"
"30384999,1343127068, 2012/7/24 10:51:8, Inactive,41114,0.452175926,0.389675926,7/24/2012 9:21"
"30385999,1343127069, 2012/7/24 10:51:9, Inactive,41114,0.4521875,0.3896875,7/24/2012 9:21"
"30386999,1343127070, 2012/7/24 10:51:10, Inactive,41114,0.452199074,0.389699074,7/24/2012 9:21"
"30387999,1343127071, 2012/7/24 10:51:11, Inactive,41114,0.452210648,0.389710648,7/24/2012 9:21"
"30388999,1343127072, 2012/7/24 10:51:12, Inactive,41114,0.452222222,0.389722222,7/24/2012 9:21"
"30389999,1343127073, 2012/7/24 10:51:13, Inactive,41114,0.452233796,0.389733796,7/24/2012 9:21"
"30390999,1343127074, 2012/7/24 10:51:14, Inactive,41114,0.45224537,0.38974537,7/24/2012 9:21"
"30391999,1343127075, 2012/7/24 10:51:15, Inactive,41114,0.452256944,0.389756944,7/24/2012 9:21"
"30392999,1343127076, 2012/7/24 10:51:16, Inactive,41114,0.452268519,0.389768519,7/24/2012 9:21"
"30393999,1343127077, 2012/7/24 10:51:17, Inactive,41114,0.452280093,0.389780093,7/24/2012 9:21"
"30394999,1343127078, 2012/7/24 10:51:18, Inactive,41114,0.452291667,0.389791667,7/24/2012 9:21"
"30395999,1343127079, 2012/7/24 10:51:19, Inactive,41114,0.452303241,0.389803241,7/24/2012 9:21"
"30396999,1343127080, 2012/7/24 10:51:20, Inactive,41114,0.452314815,0.389814815,7/24/2012 9:21"
"30397999,1343127081, 2012/7/24 10:51:21, Inactive,41114,0.452326389,0.389826389,7/24/2012 9:21"
"30398999,1343127082, 2012/7/24 10:51:22, Inactive,41114,0.452337963,0.389837963,7/24/2012 9:21"
